date,temp_max,temp_min,rainfall
2023-09-24,26.3,19.3,17.4
2023-09-25,26.5,19.1,1.8
2023-09-26,27.7,18.9,0.4
2023-09-27,27.3,19.1,9.0
2023-09-28,27.3,18.5,8.9
2023-09-29,27.4,19.0,7.4
2023-09-30,27.3,18.9,2.2
2023-10-01,27.5,19.6,0.7
2023-10-02,27.3,19.2,0.5
2023-10-03,27.3,18.7,0.3
2023-10-04,26.8,18.6,1.0
2023-10-05,27.7,18.5,0.6
2023-10-06,28.3,19.0,1.0
2023-10-07,28.7,19.2,1.3
2023-10-08,28.6,19.4,4.5
2023-10-09,28.8,19.2,7.6
2023-10-10,28.4,19.0,1.8
2023-10-11,29.3,19.1,1.2
2023-10-12,29.5,19.2,0.0
2023-10-13,28.9,17.7,0.0
2023-10-14,29.4,17.1,0.0
2023-10-15,30.3,18.8,0.0
2023-10-16,30.6,20.0,0.1
2023-10-17,30.8,19.5,0.0
2023-10-18,30.4,19.1,0.0
2023-10-19,31.1,18.0,0.0
2023-10-20,31.5,18.9,0.0
2023-10-21,31.1,19.2,0.0
2023-10-22,30.9,18.6,0.0
2023-10-23,29.6,18.8,0.0
2023-10-24,29.6,17.1,0.0
2023-10-25,29.9,16.6,0.0
2023-10-26,29.5,15.9,0.0
2023-10-27,29.4,17.3,0.0
2023-10-28,30.0,19.4,0.7
2023-10-29,28.8,18.8,3.9
2023-10-30,28.4,18.7,1.5
2023-10-31,27.8,19.1,10.1
2023-11-01,28.4,18.1,0.0
2023-11-02,28.3,17.9,1.8
2023-11-03,29.1,19.3,2.5
2023-11-04,27.3,19.2,3.5
2023-11-05,27.7,19.1,13.3
2023-11-06,26.7,18.9,14.7
2023-11-07,26.6,18.2,7.0
2023-11-08,26.9,18.9,16.9
2023-11-09,25.6,18.8,4.6
2023-11-10,27.1,18.5,0.0
2023-11-11,26.5,16.3,0.0
2023-11-12,26.0,15.6,0.0
2023-11-13,26.3,15.8,0.0
2023-11-14,24.7,17.4,0.8
2023-11-15,26.9,17.3,0.2
2023-11-16,28.1,17.5,0.0
2023-11-17,28.3,17.5,0.0
2023-11-18,28.0,18.3,0.0
2023-11-19,27.8,17.3,0.0
2023-11-20,26.4,16.8,1.4
2023-11-21,26.6,17.9,0.8
2023-11-22,26.7,19.1,2.2
2023-11-23,26.9,19.1,22.7
2023-11-24,26.6,18.7,7.1
2023-11-25,26.1,18.6,1.6
2023-11-26,26.9,17.4,0.0
2023-11-27,26.5,18.4,5.0
2023-11-28,26.8,18.4,0.4
2023-11-29,26.7,18.2,2.6
2023-11-30,27.1,18.6,0.5
2023-12-01,26.0,18.6,3.8
2023-12-02,26.0,16.8,0.9
2023-12-03,24.2,18.5,3.2
2023-12-04,21.9,18.6,0.9
2023-12-05,24.9,17.6,0.6
2023-12-06,26.8,16.3,0.0
2023-12-07,28.1,17.0,0.3
2023-12-08,27.5,18.1,1.7
2023-12-09,25.3,18.9,0.6
2023-12-10,25.8,18.5,0.0
2023-12-11,25.1,16.9,0.0
2023-12-12,25.3,16.7,0.0
2023-12-13,24.2,14.9,0.0
2023-12-14,24.0,15.6,0.0
2023-12-15,24.7,15.6,0.0
2023-12-16,23.1,18.0,1.4
2023-12-17,24.5,17.5,0.4
2023-12-18,25.0,16.8,0.0
2023-12-19,24.2,16.0,0.0
2023-12-20,24.8,15.6,0.0
2023-12-21,26.3,15.2,0.0
2023-12-22,25.9,16.2,0.0
2023-12-23,25.0,14.0,0.0
2023-12-24,25.4,12.4,0.0
2023-12-25,26.3,16.1,0.0
2023-12-26,25.6,14.3,0.0
2023-12-27,25.3,13.4,0.0
2023-12-28,26.4,13.8,0.0
2023-12-29,26.3,14.7,0.0
2023-12-30,26.3,15.9,0.0
2023-12-31,26.1,14.9,0.0
2024-01-01,26.9,15.6,0.0
2024-01-02,25.8,16.3,0.0
2024-01-03,25.2,15.8,0.0
2024-01-04,23.7,16.8,0.2
2024-01-05,26.3,17.4,0.0
2024-01-06,27.3,17.3,0.0
2024-01-07,25.8,16.1,0.0
2024-01-08,21.9,17.2,1.5
2024-01-09,25.9,17.2,0.8
2024-01-10,26.2,15.8,0.0
2024-01-11,26.9,15.9,0.0
2024-01-12,26.8,15.8,0.0
2024-01-13,27.2,14.9,0.0
2024-01-14,27.1,16.2,0.0
2024-01-15,26.9,14.9,0.0
2024-01-16,27.0,15.0,0.0
2024-01-17,27.4,15.2,0.0
2024-01-18,28.0,15.1,0.0
2024-01-19,28.4,16.1,0.0
2024-01-20,27.8,16.1,0.0
2024-01-21,28.3,16.4,0.0
2024-01-22,28.4,17.0,0.0
2024-01-23,28.4,17.0,0.0
2024-01-24,28.6,16.6,0.0
2024-01-25,28.5,17.4,0.0
2024-01-26,27.1,16.0,0.0
2024-01-27,26.8,15.6,0.0
2024-01-28,26.8,15.3,0.0
2024-01-29,26.3,15.3,0.0
2024-01-30,27.6,13.4,0.0
2024-01-31,28.6,15.5,0.0
2024-02-01,28.6,16.8,0.0
2024-02-02,29.2,16.4,0.0
2024-02-03,29.1,17.8,0.0
2024-02-04,28.4,17.0,0.0
2024-02-05,29.2,15.8,0.0
2024-02-06,30.4,15.5,0.0
2024-02-07,31.0,16.1,0.0
2024-02-08,31.2,17.2,0.0
2024-02-09,31.0,18.2,0.0
2024-02-10,29.8,16.6,0.0
2024-02-11,29.5,16.5,0.0
2024-02-12,30.0,15.0,0.0
2024-02-13,29.9,15.6,0.0
2024-02-14,29.5,16.6,0.0
2024-02-15,29.7,15.8,0.0
2024-02-16,28.7,16.2,0.0
2024-02-17,30.3,16.6,0.0
2024-02-18,30.8,17.2,0.0
2024-02-19,30.3,17.5,0.0
2024-02-20,31.2,18.0,0.0
2024-02-21,31.1,19.1,0.0
2024-02-22,31.1,20.1,0.0
2024-02-23,31.0,18.1,0.0
2024-02-24,32.5,18.7,0.9
2024-02-25,32.2,19.3,0.0
2024-02-26,30.8,17.6,0.0
2024-02-27,30.7,17.5,0.0
2024-02-28,31.1,16.9,0.0
2024-02-29,31.3,16.1,0.0
2024-03-01,31.6,16.6,0.0
2024-03-02,32.1,17.7,0.0
2024-03-03,32.0,16.9,0.0
2024-03-04,33.9,19.5,0.0
2024-03-05,33.8,19.3,0.0
2024-03-06,33.1,19.8,0.0
2024-03-07,33.6,18.8,0.0
2024-03-08,32.6,20.2,0.0
2024-03-09,33.6,20.7,0.0
2024-03-10,33.3,21.8,0.0
2024-03-11,33.2,20.2,0.0
2024-03-12,33.5,19.9,0.0
2024-03-13,33.7,21.3,0.0
2024-03-14,33.1,21.9,0.0
2024-03-15,33.8,21.9,0.0
2024-03-16,34.2,21.7,0.0
